[-37.473784398539784, -11.281392239611097]
[-95.88273182725055, -83.76842394677792]
[67.4741867251675, 15.774853578189852]
[90.78448242736282, -50.93436569324621]
[-21.7016300687564, -113.00926931695497]
[75.35089174595521, -149.6934919295645]
[-77.36272711396084, 44.50515698852744]
[-0.510843925184357, -34.768134471024496]
[44.05233694388669, -47.6083830923699]
[62.96888653034222, -0.2896373430958218]
[-54.186728987785706, 17.16039256208671]
[-52.618373689784576, -0.050944922855993946]
[79.33941388423277, -1.03211717728115]
[49.21158651569559, -6.972669430812974]
[-36.05270236228769, 6.956940825574479]
[-25.115334087980813, -11.87325882286464]
[51.3226043738557, -5.520487390653367]
[9.4561620078723, 21.91427361848386]
[1.5716700706659763, -4.206958682213523]
[5.377159975064316, -6.2585843033906805]
[13.216034484871505, 3.3031144817757676]
[-1.7608663127805237, 8.890519024610096]
[9.18348555164894, 1.657151830266748]
[12.308550860666966, -4.5451813845954145]
[0.9843340261177946, 9.146827709739243]
[-6.194521762877614, -6.659169233786603]
[-0.8136038961831995, -17.24304883286592]
[-0.3975593450262692, -0.052699839809324356]
[11.449508677739487, -12.39239080728764]
[1.6013239856080845, 1.038722164666004]
[2.761967383189121, -14.22570291203824]
[-1.364383807111891, 7.573696968821309]
[13.011647863722473, -6.816817851635223]
[-2.823009559944034, 18.78972939985439]
[7.333306878315634, 16.667560446764803]
[-11.32097705257902, 8.266655304069095]
[8.917867365297484, 1.5715426134257764]
[-0.4812318587518407, 12.186381799269867]
[-7.5523174441685414, -1.1372693362661601]
[12.886845973877437, -3.6689531507775266]
[-2.5357601215935706, 4.03685240924948]
[4.415878179094207, 1.6539363843742136]
[-4.58095483163692, -3.028215307596497]
[-2.7594580429778435, 3.8972281841182443]
[4.839167929577315, 7.050569729475637]
[3.795564567741091, 6.746359324270724]
[1.0591093522171184, 9.324283952608079]
[-1.1122679636818646, 1.7018956680366313]
[-5.726013276462637, 1.5599714198599774]
[-8.000802077466451, -1.0341515101058674]
[6.094077607660574, 1.1784880430546087]
[4.2359074028771895, 3.103082358060048]
